username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
MicrosoftRTweet,"Just a bot that retweets tweets containing ""#Microsoft"".
| By @raphheuhh.
| This is not an account created by Microsoft.",From the Cloud,1,359,40286,2020-09-29 18:11:30,2020-10-26 18:59:30,1,"Microsoft contributing to the Democratic campaign of Biden

#microsoft #biden #Democrat
#CyberSecurity #election
#cybernews

https://t.co/8mQwB4c3M5","[{'text': 'microsoft', 'indices': [79, 89]}, {'text': 'biden', 'indices': [90, 96]}, {'text': 'Democrat', 'indices': [97, 106]}, {'text': 'CyberSecurity', 'indices': [107, 121]}, {'text': 'election', 'indices': [122, 131]}]"
TheCyberPost1,"Cyber security news, vulnerabilities, breaches, updates & education. #CyberSecurity #Malware #Cybercrime #CyberSec #News #Infotech #CyberNews #Hackers #Exploits","New York, NY",607,168,270,2020-05-10 16:38:38,2020-10-26 18:59:15,1,"Microsoft contributing to the Democratic campaign of Biden

#microsoft #biden #Democrat
#CyberSecurity #election
#cybernews

https://t.co/8mQwB4c3M5","[{'text': 'microsoft', 'indices': [60, 70]}, {'text': 'biden', 'indices': [71, 77]}, {'text': 'Democrat', 'indices': [78, 87]}, {'text': 'CyberSecurity', 'indices': [88, 102]}, {'text': 'election', 'indices': [103, 112]}, {'text': 'cybernews', 'indices': [113, 123]}]"
_MisterOwl,"I respect strength, hate belligerent ignorance, detest fake news & bullshit conspiracies, love family, & value life over trend, so I’m vegetarian. 🤷🏻‍♂️ hi.",13 mi. from your location.,23,32,1564,2013-12-05 00:38:12,2020-10-26 18:32:36,1,"#Biden lost this race when he threatened #oilandgas. There are powers far greater than our figureheads, and if you think that they're going to let him back in at the #election, you're crazy.
#Trump #Trump2020  #MAGA","[{'text': 'Biden', 'indices': [0, 6]}, {'text': 'oilandgas', 'indices': [41, 51]}, {'text': 'election', 'indices': [166, 175]}, {'text': 'Trump', 'indices': [191, 197]}, {'text': 'Trump2020', 'indices': [198, 208]}, {'text': 'MAGA', 'indices': [210, 215]}]"
JamilaX10,I am a freedom fighter.,,646,207,19966,2019-05-10 21:43:33,2020-10-26 18:31:20,26,“@cthagod brought up #Biden record of the 1994 crime bill. It was a democrat(Biden) who was one of the chief architects of it.”—- @minishmael #NOISundays #Election #Vote #BlackAgenda,"[{'text': 'Biden', 'indices': [39, 45]}]"
RubberNews,Where the rubber industry gets its news first.,"Akron, Ohio",979,5609,14085,2009-05-19 15:24:57,2020-10-26 19:30:08,1,"Depending on who wins the White House and who controls Congress, life could look much different in 2021, especially when it comes to issues including taxation, regulation, climate change and infrastructure repair.
#election #rubbernews #trump #biden
https://t.co/YjtC9VYBRW",[]
Filmi_log,Film Production and Services,Mumbai,64,1640,55095,2017-02-12 04:46:06,2020-10-26 19:09:07,1,"""We must always take sides. Neutrality helps the oppressor. Silence encourages the tormentor, never the tormented."" #worinthefilm #VOTE #BIDEN #election #resistance  #sueanazi #integrityforusa #revolt #history #neveragain #weremember #diversity #filmmaking https://t.co/WRLMBsDdCF https://t.co/WlbTWVwLoW",[]
John_Zang,"@DMGSLLC Senior Policy Analyst, @AUWCL J.D. Candidate, a political Pennsylvanian now living in Washington, DC","Washington, DC",314,451,2457,2011-01-30 21:53:37,2020-10-26 19:05:24,4,"Want to keep up with the various important national races and see which states are ""must wins"" for both President #Trump and former VP #Biden? Then download 💻 the DMGS #Election Guide &amp; Results Tracker below!

#Elections #Election2020 #GeneralElection

https://t.co/PsaXKyzcP1","[{'text': 'Trump', 'indices': [127, 133]}]"
BAL_Immigration,We are a global firm singularly focused on meeting the immigration challenges of corporate clients around the world.,,97,4624,19894,2011-12-15 21:08:13,2020-10-26 19:02:02,0,"What will high-skilled #immigration policy look like following the 2020 #election? Join BAL’s Government Strategies Group on Thursday, October 29, 2020 to learn what a #Trump or #Biden win means for your US immigration program. Register here: https://t.co/3VpOXxvGby #2020election https://t.co/VBND6CheFl","[{'text': 'immigration', 'indices': [23, 35]}, {'text': 'election', 'indices': [72, 81]}, {'text': 'Trump', 'indices': [168, 174]}, {'text': 'Biden', 'indices': [178, 184]}, {'text': '2020election', 'indices': [267, 280]}]"
bethlanefilm,"Filmmaker/Actress  Executive Producer/Director of documentary feature, WORIN which tells the story of silent heroes during WWII.",90272,110,27,100,2009-11-13 03:28:19,2020-10-26 19:01:28,1,"""We must always take sides. Neutrality helps the oppressor. Silence encourages the tormentor, never the tormented."" #worinthefilm #VOTE #BIDEN #election #resistance  #sueanazi #integrityforusa #revolt #history #neveragain #weremember #diversity #filmmaking https://t.co/WRLMBsDdCF https://t.co/WlbTWVwLoW","[{'text': 'worinthefilm', 'indices': [116, 129]}, {'text': 'VOTE', 'indices': [130, 135]}, {'text': 'BIDEN', 'indices': [136, 142]}, {'text': 'election', 'indices': [143, 152]}, {'text': 'resistance', 'indices': [153, 164]}, {'text': 'sueanazi', 'indices': [166, 175]}, {'text': 'integrityforusa', 'indices': [176, 192]}, {'text': 'revolt', 'indices': [193, 200]}, {'text': 'history', 'indices': [201, 209]}, {'text': 'neveragain', 'indices': [210, 221]}, {'text': 'weremember', 'indices': [222, 233]}, {'text': 'diversity', 'indices': [234, 244]}, {'text': 'filmmaking', 'indices': [245, 256]}]"
davidjagielski,"I write about healthcare and cannabis stocks on https://t.co/diRR85V59i; all industries on https://t.co/cO3KKBf79Z
https://t.co/OTNXdzZhq1
https://t.co/FcAHXlvIyQ",,8,316,621,2016-02-09 00:43:13,2020-10-26 19:00:01,0,"Forget Trump vs. Biden: Cannabis Investors Should Focus on These Election-Night Results

https://t.co/ctLiMsGUOc

#cannabis #investing #stocks #potstocks #marijuanastocks #election #biden #trump $CURLF $TCNNF $ACB $CGC $GTBIF","[{'text': 'cannabis', 'indices': [114, 123]}, {'text': 'investing', 'indices': [124, 134]}, {'text': 'stocks', 'indices': [135, 142]}, {'text': 'potstocks', 'indices': [143, 153]}, {'text': 'marijuanastocks', 'indices': [154, 170]}, {'text': 'election', 'indices': [171, 180]}, {'text': 'biden', 'indices': [181, 187]}, {'text': 'trump', 'indices': [188, 194]}]"
MicrosoftRTweet,"Just a bot that retweets tweets containing ""#Microsoft"".
| By @raphheuhh.
| This is not an account created by Microsoft.",From the Cloud,1,359,40286,2020-09-29 18:11:30,2020-10-26 18:59:30,1,"Microsoft contributing to the Democratic campaign of Biden

#microsoft #biden #Democrat
#CyberSecurity #election
#cybernews

https://t.co/8mQwB4c3M5","[{'text': 'microsoft', 'indices': [79, 89]}, {'text': 'biden', 'indices': [90, 96]}, {'text': 'Democrat', 'indices': [97, 106]}, {'text': 'CyberSecurity', 'indices': [107, 121]}, {'text': 'election', 'indices': [122, 131]}]"
TheCyberPost1,"Cyber security news, vulnerabilities, breaches, updates & education. #CyberSecurity #Malware #Cybercrime #CyberSec #News #Infotech #CyberNews #Hackers #Exploits","New York, NY",607,168,270,2020-05-10 16:38:38,2020-10-26 18:59:15,1,"Microsoft contributing to the Democratic campaign of Biden

#microsoft #biden #Democrat
#CyberSecurity #election
#cybernews

https://t.co/8mQwB4c3M5","[{'text': 'microsoft', 'indices': [60, 70]}, {'text': 'biden', 'indices': [71, 77]}, {'text': 'Democrat', 'indices': [78, 87]}, {'text': 'CyberSecurity', 'indices': [88, 102]}, {'text': 'election', 'indices': [103, 112]}, {'text': 'cybernews', 'indices': [113, 123]}]"
_MisterOwl,"I respect strength, hate belligerent ignorance, detest fake news & bullshit conspiracies, love family, & value life over trend, so I’m vegetarian. 🤷🏻‍♂️ hi.",13 mi. from your location.,23,32,1564,2013-12-05 00:38:12,2020-10-26 18:32:36,1,"#Biden lost this race when he threatened #oilandgas. There are powers far greater than our figureheads, and if you think that they're going to let him back in at the #election, you're crazy.
#Trump #Trump2020  #MAGA","[{'text': 'Biden', 'indices': [0, 6]}, {'text': 'oilandgas', 'indices': [41, 51]}, {'text': 'election', 'indices': [166, 175]}, {'text': 'Trump', 'indices': [191, 197]}, {'text': 'Trump2020', 'indices': [198, 208]}, {'text': 'MAGA', 'indices': [210, 215]}]"
JamilaX10,I am a freedom fighter.,,646,207,19966,2019-05-10 21:43:33,2020-10-26 18:31:20,26,“@cthagod brought up #Biden record of the 1994 crime bill. It was a democrat(Biden) who was one of the chief architects of it.”—- @minishmael #NOISundays #Election #Vote #BlackAgenda,"[{'text': 'Biden', 'indices': [39, 45]}]"
